text,label
"Democrats go full TYRANNY: Now demand nationwide gun confiscation from law-abiding Americans… at gunpoint, of course",fake
"NRA President Jim Porter Falsely Accused of Saying, “It’s Only A Matter Of Time Before We Can Own Colored People Again”",fake
Obama’s Remarks at the White House Health Care Forum,real
comments at the CNN Republican presidential debate in Las Vegas,real
"'This Week' Transcript: Goolsbee, Brown & Corker",real
Romneys ProLife Conversion Myth or Reality June 14,real
 Actress Emma Stone ‘For the first time in history we have a president that…,fake
Trump’s DHS Secretary Confirms They Are Preparing To Arrest Sanctuary City Leaders,fake
Obama: Mitt Romney refused to say whether he supports Lilly Ledbetter Act,real
"Democratic debate: Bernie Sanders really isn't as ""socialist"" as President Eisenhower",real
"Legendary Actor Kirk Douglas Dead, 4 Days Before His 101st Birthday",fake
Jeb Bush 2016 Same Resume Right to Rise USA PAC,real
"IMPEACHMENT HINT STIRS HOUSE CLASH; Democratic Orators Spring to Roosevelt Defense, Charging 'Malice.'",real
Declining Business Dynamism in the United States A Look at States and Metros,real
Regular Session Senate Transcript,real
"Letter to the Honorable John Boehner providing an estimate for H.R. 6079, the Repeal of Obamacare Act",real
"Tennessee GOP Twitter taken down, after Tweet exposing Pelosi involved in Pedophilia",fake
Head Of NFL Fines Steeler Teammates $1 MILLION Each!,fake
Public Views on Health Care Overhaul Top Week's News,real
Taxable Estates Estate Tax Liability and Average Estate Tax Rate By Size of Gross Estate,real
Patient Protection and Affordable Care Act,real
Michelle Obama Just Received LIFE-SHATTERING News From The Doctor,fake
2011 Text of President Barack Obama’s proposed jobs bill Email interview with Lynne Bernabei,real
Text of H.R. 3338 (107th): Department of Defense and Emergency Supplemental Appropriations for Recovery from and Response to ... (Passed Congress version),real
“HIV VIRUS” Found In Walmart Bananas After 10 Year Old Boy Agreements The Infection,fake
BREAKING: Johnny Depp Taken Into Custody By Secret Service,fake
Transcript: Vice Presidential Debate,real
U.S. Senate: U.S. Senate Roll Call Votes 105th Congress,real
Iranian Official Drops Bombshell: Obama Secretly Gave Citizenship to 2500 Iranians as Part of Nuke Deal,fake
Hillary Clinton Remarks at National Urban League Conference,real
Remarks of Senator Barack Obama An Agenda for MiddleClass Success,real
Alabama football Crimson Tide disqualified from national championship,fake
Romney campaign ad,real
"Palin: Pioneer, maverick -- and now game-changer",real
National Federation of Independent Business,real
Rep. Paul Gosar Asks Capitol Police to Arrest Illegal Immigrants Attending State of the Union,fake
The Democratic Debate in Cleveland,real
Virginia Republican Wants Schools To Check Children's Genitals Before Using Bathroom,fake
"Remarks by the President on Comprehensive Immigration Reform in El Paso, Texas",real
"Japanese Whaling Crew Eaten Alive By Killer Whales, 16 dead",fake
Is The End In Sight For Supermax?,real
"Most heroin in U.S. now comes across Mexican border, Rob Portman says",real
"No, Sandra Bullock didn't disparage Hillary Clinton",fake
"Ad says Obama apologized, showed weakness on Iran",real
The Colbert Report,real
U.S. Senator Debbie Stabenow of Michigan,real
Babysitter on Crystal Meth Eats 3-Month-Old Baby,fake
Chuck Schumers Steamy Affair With A High School Cheerleader Confirmed,fake
Remarks by the President on a New Strategy for Afghanistan and Pakistan,real
Clinton Email: We Must Destroy Syria For Israel,fake
Town Hall Meeting in Derry NH,real
Meet Barack Obama,real
WORSE THAN HITLER! Trey Gowdy’s Son Found In A Dumpster In DC! Murders Are Being Questioned!,fake
Border Security The Role of the US Border Patrol,real
Trump on Revamping the Military: We’re Bringing Back the Draft,fake
BREAKING: Malia Obama SUSPENDED After Racist Anti-White Attack Goes Viral,fake
"Melania Trump: ‘If ISIS Lay A Finger On Barron, I’ll Scratch Obama’s Eyes Out’",fake
Kushner And Wife Ivanka Trump Were Tossed Out Of The White House — And Donald Is Cutting Them Out Of His Will!,fake
Testimony on CBO’s Assessment of the Air Force’s Plan to Acquire 100 Boeing Tanker Aircraft,real
Estonia Might Have The Most Efficient Tax Filing System In The World,real
"DNC’s Donna Brazile Dedicated Her Book to ‘Patriot’ Seth Rich, Whose Death Made Her Fear for Her Own Life",fake
Top Presidential Candidate 2008 Websites,real
Federal Election Commission filing,real
Donald Trump Sets Conditions for Defending NATO Allies Against Attack,real
Rand Paul: We Must Demilitarize the Police,real
"Transcript: The Democratic debate in Milwaukee, annotated",real
Rep. Ross: We need to get government running again,real
Health Insurance Coverage in the United States 2015,real
Updated: The Facts About Hillary Clinton’s Emails,real
Dying 78 Year Old CIA Agent Admits To Killing Marilyn Monroe,fake
United States Department of Defense,real
"Key Facts: Race, Ethnicity and Medical Care",real
Sarah Palin Calls To Boycott Mall Of America Because “Santa Was Always White In The Bible”,fake
"FOX Network Picks Up ‘Roseanne,’ Saying It Has No Problem With Occasional Racism – The Newly Press News Network – POTUS Press Network",fake
School kids taught to praise Obama,real
Delta Force Raids Obama Stronghold in Thailand,fake
"Preliminary Analysis of the Chairman’s Mark for the America’s Healthy Future Act, as Amended",real
Texas church shooter was a militant atheist,fake
MoveOn.org Political Action: 10 things to know about McCain,real
Romney CPAC Speech: It's All About the Jobs,real
HOLLYWOOD CELEBS: WE WILL GO ON ‘TOTAL STRIKE’ IF TRUMP DOES NOT RESIGN,fake
"For Education Secretary, Stimulus Means Dollars and Risk",real
Ron Paul Praises Embattled RNC Chief Michael Steele For Leadership On Afghanistan,real
CONFIRMED ! JUSTICE RUTH BADER GINSBURG IS RESIGNING FROM THE POST OF ASSOCIATE JUSTICE OF THE SUPREME COURT,fake
Hillary Clinton Transcript: Read Full Text of Clinton Campaign Launch,real
Monthly Treasury Statement of Receipts and Outlays of the United States Government,real
Ohio student suspended for staying in class during National Walkout Day,fake
Gross Domestic Product Percent change from preceding period,real
"As Americans Save Money, their Government Spends with Reckless Abandon",real
Pier 39 Terrorist Was an Anti-Trump Antifa Supporter,fake
U.S. Department of Education Budget History,real
Remarks of Senator Obama: The War We Need to Win,real
Situation Syria Regional Refugee Response,real
"BREAKING: British Intelligence Seizes Clinton Foundation Warehouse, $400 Million In Cash – NRTOnline",fake
Fiscal Year 2011 Email interview with Todd Harrison of the Center for Strategic and Budgetary Assessments,real
Hillary Clinton says guns exceed next nine categories as leading cause of death for young black men,real
"Oprah Winfrey: The Butler, racism and Obama",fake
Trump Orders 13 Obama Deep State Operatives Arrested For Treason,fake
"Last in Queen Elizabeth II's line of corgis dies, says British press",fake
a professor of American Studies at Lynn University,real
BREAKING: Santa Fe Killer Confesses His Love For Obama,fake
Remarks by the President on Increasing Oversight on Manipulation in Oil Markets,real
2008 Presidential Election,real
"President Trump Campaigns Rick Saccone Pennsylvania, Mar 10 2018",real
Trump warns Russia over Jehovah’s Witnesses ban and urges members to seek asylum in the US,fake
Trump Declares Globalist Soros As “National Security Threat”…Using Obama’s 2014 Executive Order,fake
Keanu Reeves Shook The World With Another POWERFUL Message,fake
LAW PASSED: All Child Support in the United States Will End by Beginning of 2018,fake
Nexis®: Sign In,real
Debbie Wasserman Schultz on Twitter,real
Tom Price: “It’s Better For Our Budget If Cancer Patients Die More Quickly”,fake
Rand Paul Campaigns in Iowa for Miller-Meeks,real
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",real
U.S. Senate: U.S. Senate Roll Call Votes 103rd Congress,real
"Leonard Lance claims federal tax code contains 4 million words, is 7 times as long as Bible",real
Australia Becomes First Country To Begin Microchipping Its Citizens,fake
JUST IN: 45 States Just Banned Sharia Law. Do You Support This? – ChristmasGifts,fake
2011 Urban InstituteBrookings Institution Tax Policy Center,real
the Border Security Economic Opportunity and Immigration Modernization Act as passed by the Senate,real
‘Smallville’ Star Confesses She Sold Children To Rothschilds And Clintons,fake
"CNN's Don Lemon: Bill O'Reilly's Criticism Of Black Community ""Doesn't Go Far Enough""",real
Action for 25th Legislature,real
Trump Removing Marines From the Navy,fake
Archbishop Desmond Tutu dies while holidaying in Texas,fake
10 Things You Didn't Know About Nancy Pelosi,fake
BREAKING: Clinton Foundation Cargo Ship Raided At Port Of Baltimore Reveals Sick Secret,fake
JEFFERSON DAVIS STATUE TO BE REPLACED WITH OBAMA LIKENESS,fake
"Pope Francis At Mass: ‘Jesus Is Metaphorical, Not Literal’",fake
Police Discover Meth Lab In Back Room of Alabama Walmart,fake
"Before leaving governor’s office in 2006, Mitt Romney’s staff eliminated e-mail records",real
"Executive Order Leads to Capture of ISIS Leader, Rasheed Muhammad",fake
"McCain touts 'Gang of 14,' immigration reform",real
412 Michigan Muslims Arrested In Fed’s ‘LARGEST BUST IN U.S. HISTORY’,fake
Topic A: How Can President Obama Regain His Political Footing?,real
MoveOn.org Political Action: 10 things to know about McCain,real
Youngest World Leader Bans George Soros’s Foundations From Austria,fake
Strong Words in Ohio as Obama and Clinton Press On,real
"Russian source behind Trump dossier killed in Russian plane crash, Rosatom CFO also dead. : conspiracy",fake
Red Hen Owner Just Issued Sick Threat To Sarah Sanders After Biz Was Destroyed By Booting Her,fake
Actress Sandra Bullock to Hillary Clinton if You Don't Like Our President You Can Leave and Never Come Back Again You Are One Jealous Woman Who Ls Nothing to Compare With Trump I Hope He Will Arrest Y,fake
BREAKING: Florida Moves For FULL RECOUNT Of State Over Massive Voter Fraud (DETAILS),fake
Rand Paul: Republicans 'Aren't Maybe Brave Enough' to Tackle Deficit,real
Clinton campaign’s claim that Trump would ‘force schools to allow guns in classrooms’,real
Melania Trump Hired Exorcist To ‘Cleanse White House Of Obama Demons’,fake
"Background Briefing on GM Restructuring, May 31, 2009",real
Losing Ground Foreclosures in the Subprime Market and Their Cost to Homeowners,real
Manager killed 10 employees at checkers on 183st and 27ave,fake
Video Interview with Howard Dean,real
Lindsey Graham Threatens To Convert To Democrat If Republicans Don’t Dump Trump – True Trumpers,fake
Sen. Gregg: President Obama's Budget Proposal Is a 'Disaster',real
Hillary Clinton Sits Down With Bill OReilly,real
iQ media Clip Player,real
President Trump Just Saved Christmas For 13 Million Retirees,fake
Barack Obama Challenges John McCain To Duel Over Taxes,real
CBOs Estimate of the Effects on Direct Spending and Revenues of the House Amendments to the Senate Amendments to HR 976 the Childrens Health Insurance Program Reauthorization Act of 2007,real
FBI RAIDS OBAMA – Find Massive Secret That Was Hidden For YEARS,fake
UPDATE: Van Full Of Illegals Caught Voting At Multiple Alabama Polling Locations,fake
BREAKING: Supreme Court Sides With Trump–This Changes Everything!,fake
Barack Obama’s Remarks in St. Paul,real
"Michelle Obama: ‘Florida Shooting Is Clearly Trump’s Fault, These Shootings Are Happening Constantly Since He Became Our President.We Must Protect Our Children From This Tyrant”Do You Support Her?’",fake
New Law Makes it Illegal to Shower and Do Laundry on Same Day,fake
UPDATE: Second Roy Moore Accuser Works For Michelle Obama Right NOW -,fake
'The Daily Show's' Michelle Wolf Lands Her Own Netflix Late-Night Show (Exclusive),fake
BOMBSHELL!! Obama Paid FBI Informant Over $1 MILLION To Do It To Trump! EVEN AFTER THE ELECTION!,fake
Lisa Page Squeals: DNC Server Was Not Hacked By Russia,fake
Fox News accidentally puts up a poll graphic that shows how they are the least trusted network,fake
"He says universal, but it's no guarantee",real
BREAKING: 3 Liberal Celebrities Arrested For Conspiracy To Assassinate President Trump,fake
Amendment to to declare English as the national language of the Government of the United States,real
NASA Will Pay You 18000 USD To Stay In Bed And Smoke Weed For 70 Straight Days,fake
UsPostman.com is for sale (Us Postman),fake
BREAKING: KEN STARR’S PLANE JUST DISAPPEARED ON HIS WAY TO DC TO TESTIFY AGAINST HILLARY,fake
U.S. Senator Rand Paul of Kentucky,real
Georgia crisis triggers war of words on White House trail,real
BREAKING: Shep Smith To Be Canned Because He Can’t Control His Hate For Donald Trump,fake
Giuliani in New Hampshire,real
Laura Ingraham wrongly says claim that 90% support for gun background checks has been debunked,real
Obama’s Health Care Speech to Congress,real
 If You Are Using This Toothpaste… Throw It Away Immediately Nov 28,fake
"Saudi Arabia Energy Data, Statistics and Analysis",real
2008 Presidential Election,real
"The Hill: Op-Ed: Go natural, go nuclear",real
alert to members on abortion coverage in the House health care bill,real
BREAKING: Hillary Clinton Killed In Monster Truck Mishap,fake
REMARKS BY THE PRESIDENT AND FIRST LADY AT A CAMPAIGN EVENT,real
Wilmington Regional Film Commission,fake
DONALD TRUMP PRAISES COLONEL SANDERS FOR HIS SERVICE IN THE CIVIL WAR Manny Schewitz O 2 Days Ago Off the Wire Speaking to Our Intern Dave Robicheaux Who Is Paid in Facebook Likes Trump Insisted Col H,fake
"Harry Reid Says GOP Should ""Stop Crying"" About Reconciliation",real
BREAKING: 60 People Just Found Dead In Ohio,fake
Remarks on counterterrorism at Stanford University,real
Transcript: NPR's Full Interview With Sen. Marco Rubio,real
"Earmark reform? 2009 spending bill contains 9,000 of them",real
Iraq pullout could create chaos,real
Julia Roberts Claims ‘Michelle Obama Isn’t Fit to Clean Melania’s Toilet’,fake
"OFFICIAL: Rudy Giuliani Officially Resigns, Trump’s Legal Team on Its Last Leg",fake
LISTEN: Curious Robocall Seeks 'Damaging' Information on Moore,fake
Bill Gates Outlines 2018 Plan To Depopulate The Planet,fake
Obama Secretly Flees US – Leaves Stunning Evidence Behind,fake
MoveOn.org Political Action: General Petraeus or General Betray Us?,real
BREAKING: Autopsy Results From Vince Foster’s Exhumed Body–Cause Of Death To Be Changed,fake
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",real
"Ryan's plan includes $700 billion in Medicare ""cuts,"" says Stephanie Cutter",real
John Hagee discusses Catholic Church,real
Morgan Freeman: ‘Jailing Hillary’ Best Way To ‘Restore Public Faith In Govt’,fake
New Regulation Requires 75 MPH Governor On All Motorcycles,fake
Obama Administration Kept Illegal Mexican Kids In Detention Camps As “Experiment”,fake
Inside a Fake News Sausage Factory: ‘This Is All About Income’,fake
Barack Obama says U.S. oil production last year was highest since 2003,real
All Nobel Peace Prizes,real
Clinton's Lead Over Trump Shrinks to 3 Points: New NBC News/WSJ Poll,real
BREAKING: Monica Lewinsky Found Dead In Roslindale,fake
 What Adam Sandler is saying about Mormons,fake
BREAKING: Supreme Court Issues Its First Bench Warrant Ever,fake
Rand Paul: Will Donald Trump betray voters by hiring John Bolton?,real
American International Group Inc Form 10K,real
Debbie Wasserman Schultz on Twitter,real
"Oct. 11: Levin, Graham, McCaffrey, Myers, roundtable",real
RAW DATA: Dick Cheney's Remarks to the Center for Security Policy,real
Eric Schneiderman Helped NXIVM Sell Child Sex Slaves To The Clintons,fake
"MITT ROMNEY: ‘TRUMP HAS SOME VERY SERIOUS EMOTIONAL PROBLEMS, HE MUST RESIGN BEFORE WE…’",fake
"The first Trump-Clinton presidential debate transcript, annotated",real
"South African firm ordered to lay off 3,389 white employees",fake
Rockefeller: An Opportunity We Cant Pass Up,real
BREAKING: Trump Removes Muslim Federal Judge For Trying To Implement Sharia Law In America,fake
Democratic National Convention Committee,real
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",real
Transcript of Republican Presidential debate at the Ronald Reagan Library in Simi Valley,real
Obama: Gitmo inspires jihadists,real
The Associated Press: Obama Hits Clinton on NAFTA Support,real
"Health Reform Carries Heavy Price, Insurers Claim",real
The Democratic Debate in Cleveland,real
WATCH FULL Ted Cruz presser on new deal with Kasich (UPDATE: PART TWO ADDED),real
U.S. Senate: U.S. Senate Roll Call Votes 110th Congress,real
BOMBSHELL: Internet Sleuths Just Found the SMOKING GUN on Dems Planning Violence in Charlottesville,fake
Trump's Tough Talk on Hedge-Fund Taxes Doesn't Match His Plan,real
"OBAMA CANCELED IT, TRUMP REINSTATED IT – A VERY SACRED DAY IS BACK",fake
John McCain for President,real
MEXICO’S NEXT PRESIDENT Calls for An Invasion Of The US….,fake
BREAKING: Laura Ingraham Just Fired!!,fake
BREAKING: FBI Issues Warrant For Obama’s Arrest After Confirming Illegal Trump Tower Wiretap,fake
A Preliminary Analysis of the President’s Budget and an Update of CBO’s Budget and Economic Outlook,real
Hillary Clinton Furious At ‘Special Gift’ Melania Trump Sent Her From Her Hospital Bed,fake
WHOA! YouTube Witness Makes SHOCKING Admission On LIVE TV! CNN PULLS PLUG IMMEDIATELY! — ShareRED,fake
BREAKING: Bill O’Reilly In Critical Condition After Being Attacked By ‘Tolerant’ Liberals,fake
Maxine Waters Is Getting Criminally Charged!,fake
"National Guard Storms Mexico Border, Makes Game-Changing Impact In Just 30 Days",fake
Donald Trump Dead From A Fatal HEART ATTACK! — Steemit,fake
"I’ll Make Sure you are Jailed- Donald Trump Tells Ghana’s Prez Mahama ⋆ Ghana Home, Ghana News, Politics, Info, News on Ghana, Ghana",fake
Remarks by the President at GOP House Issues Conference,real
Family's private investigator: There is evidence Seth Rich had contact with WikiLeaks prior to death,fake
Malia Obama Fired From Cushy Internship At Spanish Embassy,fake
public information officer for Palm Beach County Property Appraisers Office,real
"Whoopi Goldberg Humiliated, Handcuffed And Dragged Out Of The TV Studio",fake
"Everything you need to know about the drone debate, in one FAQ",real
The Obameter: Introduce a comprehensive immigration bill in the first year,real
H.R.6060 - 109th Congress (2005-2006): Department of State Authorities Act of 2006,real
"Latest World News, Videos & Photos -ABC News - ABC News",real
UPDATE: Florida Governor Rick Scott Now Listed As &#8216;Critical&#8217; After Bizarre Hurricane Cleanup Accident,fake
Colorado Rockies Baseball Team To Sell Marijuana Brownies At Their Concession Stands,fake
BREAKING: President Trump Just Told Paul Ryan ‘You’re Fired’,fake
Indictment US v Vince McMahon and Titan Sports New Haven Register,real
International Arrest Warrant Issued for George Soros,fake
BUSTED: Obama is Holding Secret Meetings to OVERTAKE the White House,fake
Economy Protect Homeownership and Crack Down on Mortgage Fraud,real
NASA ANNOUNCED THAT IT COMMUNICATED WITH FOUR RACES OF ALIENS,fake
"BOOM: Roy Moore Takes The Military Vote, Pulls Ahead By 5K Votes",fake
Energy and Commerce Committee,real
Facebook Picks Sides in Alabama Senate Race=> Shuts Down Gateway Pundit and Breitbart Reports on Discredited Allred Accuser,fake
"Obama for America TV Ad: ""Firms""",real
Trey Gowdy Breaks His Silence After 2 Of His Investigators Are Found Tortured And Killed…,fake
Obama Exclusive Concedes Senate Voteainst Raising Debt Limit Was Political,real
Rep Jan Schakowsky on MSNBC,real
"3,000-Pound Great White Shark Captured in Great Lakes",fake
JUST IN: John Kerry Facing Prison,fake
Notice: Data not available: U.S. Bureau of Labor Statistics,real
LexisNexis(R) Publisher,real
Part I: CNN/YouTube Democratic presidential debate transcript,real
John McCain for President,real
WE WILL RIOT! Michelle Obama’s Mom Will Receive $160k Every Year Out Of Taxpayers’ Pockets!,fake
Vets for Trump Facebook page,fake
"Obama for America TV Ad: ""Firms""",real
Keeping His Word: Lowering the Cost of Medicare Prescriptions,real
Trump Votes For Death Penalty For Being Gay,fake
Bumble Bee Foods charged after man cooked with tuna,fake
Senate Report Admits Clinton ‘Gifted’ Children To Human Traffickers,fake
Bill Clinton’s Hitman Confesses On His Deathbed (SOURCE: HANNITY),fake
"Somali Immigrant Crashes Car Into Ohio Families Home, Killing The Infant At Home",fake
Denzel Washington hit by Facebook fake news story on Trump,fake
Miss Universe Guayana 2016 arrestada con 2kilos en London Airport😱,fake
US Representatives Promise Implement Of UN Gun-Control Plans,fake
"Emma Gonzalez Bullied School Shooter, Isn’t Sorry; Then Retweets Message Blaming “White Boys’ Entitlement” As Cause Of All School Shootings",fake
Man charged with murder after driving into anti-far-right protesters in Charlottesville,fake
BREAKING: Hilary Clinton Filed For Divorce In New York Courts!,fake
"The hacked emails at the center of Mueller’s Russia investigation, explained",fake
Transcript: Blue-Ribbon Panel on Health Care,real
Rebooting: You and your doctor under Obamacare,real
NASA Has Just Confirmed Earth Has A New Moon,fake
CPD: 2008 Debate Transcript,real
BREAKING: Leaked Picture Of Obama Being Dragged Before A Judge In Handcuffs For Wiretapping Trump,fake
"GOP Task Force, Lone Democrat Eye Trafficking Law",real
Barrels removed from Clinton property contain parts from 3 missing women.,fake
Hillary Clinton Transcript: Building the ‘Growth and Fairness Economy’,real
Trump Gives Chaffetz The Thumbs Up For Investigating Hillary Clinton’s Email Server,fake
Breaking: Crew Of Air Force One Refuses To Fly Obama 6000 Miles ‘Just To Play Golf’ – BuzzfeedUSA,fake
Lady Gaga Reveals Plan To Cover Her Face Again “Until Trump Gets Fired From Office And I Feel Free Once More”,fake
trueamericans.me -&nbspThis website is for sale! -&nbsptrueamericans Resources and Information.,fake
Denzel Washington: With Trump we avoided war with Russia and Orwellian Police State,fake
"U.S. considers 3,000 more troops for Afghanistan",real
GOP Official Who Says America Needs ?Another 9/11? Shares _______________ With Trump,fake
Congressman Allen West : Final Weekly Wrapup,real
And we pay her a salary!.... - Judge Jeanine Pirro has Fans,fake
Tens of Thousands Of Scientists Declare Climate Change A Hoax,fake
Mueller Will Be Forced To Resign Over Pelosi Affair,fake
'This Week' Transcript: Odierno and Chiarelli,real
"CIA Release Documents Of Moon, Moon Has More Than 250 Million Citizens",fake
eCFR — Code of Federal Regulations,fake
"McCAIN, John Sidney, III",real
Mike Huckabee: Fried Squirrel Out of a Popcorn Popper,real
"Obama Urges Bernanke, Paulson to Fight Foreclosures, Hold Homeownership Summit",real
“Gay People Should Wear Specially-Colored Clothes To Warn Straight People”,fake
Obamacare vs. the Catholic bishops,real
Donald Trump exaggerates when he says China has 'total control' over North Korea,real
Stephen Bannon: “Nobody Can Blame You For Beating Your Wife If It’s Out Of Love”,fake
"Seattle Police Begin Gun Confiscations: No Laws Broken, No Warrant, No Charges",fake
"Florida Bridge Collapse, Female Company",fake
Computer Models Show IRMA Destroying New York City On Sept. 10,fake
Pope Francis: Gun Owners 'Can’t Call Themselves Christian' Anymore,fake
Kurt Russel Just SHOWED Overpaid Celebs It’s Time To Shut Up About Trump – Hits Them Where It Hurts!,fake
"Bill Murray Had This to Say About Rochester, New Hampshire Residents – News Daily 12",fake
Obama Criticizes McCain on Lobbyists,real
Trump’s Top Scientist Pick: “Scientists Are Just Dumb Regular People That Think Dinosaurs Existed And The Earth Is Getting Warmer”,fake
SPECIAL REPORT: GEORGIA BECOMES FIRST STATE TO BAN MUSLIM CULTURE IN HISTORIC MOVE TO RESTORE WESTERN VALUES!,fake
"Hannity says Obama won't even use the term ""war on terrorism""",real
Court Orders Obama To Pay $400 Million In Restitution,fake
"Crist has experience to be vice president, McCain says",real
McDonnell Letter Urges No Delay in Virginia Offshore Energy Exploration and Development,real
Remarks by the President at CNBC Town Hall Discussion on Jobs,real
Sanders Supports Gun Safety Bill,real
Joint DHS and ODNI Election Security Statement,real
BREAKING: Trump Caught INVESTING in Dakota Pipeline Before Signing It,fake
The Committee on Energy and Commerce,real
Survey Results from Hays Research Group,real
WE CALLED IT! Gloria Allred Accuser **ADMITS** She Tampered With Roy Moore's Yearbook 'Signature' (VIDEO),fake
The Gingrich Tragedy,real
Remarks by President Trump in a Listening Session on Healthcare,real
"Fed Up! Our Fight to Save America from Washington, by Rick Perry",real
Application for ‘March For Our Lives’ permit was made months before Parkland school shooting,fake
Expanding Opportunity — #KempForum16 – Paul Ryan – Medium,real
"Police Officers, Firefighters and Others Get Hit with Tax Penalty",fake
Flake: “Religious tests should have no place in the Senate”,real
Centers for Disease Control and Prevention,real
"'This Week' Transcript: McKay, Napolitano, Salazar and Allen",real
'This Week' Transcript: Geithner,real
"Haiti Official Getting Ready To Testify Against Clinton Foundation Corruption NEXT WEEK, Found DEAD With “Gunshot to the head”",fake
Tim Kaine's Speech in Spanish at an Arizona Rally: Read Now,real
Bowe Bergdahl wanders off during court-martial — Duffel Blog,fake
Former presidents walk fine line in Trump’s America,fake
Full text: Jeff Flake on Trump speech transcript,real
Preventing the Flu: Good Health Habits Can Help Stop Germs,real
Ivanka Trump: Father feels 'vindicated' after Comey hearing,real
"UN Refugee Agency welcomes arrival of 10,000th Syrian refugee resettled to United States",real
"Remarks by the President on the Economy -- Knox College, Galesburg, IL",real
Obama Criticizes McCain on Lobbyists,real
US Foreign Economic and Military Aid by Major Recipient Country The New York Times,real
Fox News' Shepard Smith: 'Why is it lie after lie after lie?' on Russia meeting,fake
interview with Bloomberg television,real
Prince William May Not Attend Royal Wedding Leaving Harry Without a Best Man; Princess Diana Would Not Be Happy,fake
Organizing for Action,real
Have You Been to Iraq — 76 Sens Say They Have by Patrick Fitzgerald,real
"Scott Baio, Beloved Face Of Conservatism, Dies In Small Plane Crash On His Way To Visit Trump",fake
CNN To Permanently Close Its Doors As Ratings Plunge 30 Percent,fake
Civil War Erupts In Sweden as Irate Swedes Burn Nine Muslim Refugee Centers to the Ground,fake
2011 Urban Institute and the Blue Cross Blue Shield of Massachusetts Foundation,real
UPDATE: Malia Obama Among 10 Arrested In Racist Antifa Attack,fake
'This Week' Transcript: Gen. Jim Jones (Ret.),real
First Indictment Issued In Russian Bribery Case Tied To Obama-Era Uranium One Deal,fake
Obama’s Prime-Time Press Briefing,real
"""Face the Nation"" transcripts, August 26, 2012: Rubio, Priebus, Barbour, Blackburn",real
Who is affected by the government shutdown?,fake
Remarks by the President on the Resurgence of the American Auto Industry,real
Q&A: Did slaves build the White House?,real
"Impact of Senator Obama's Tax Proposals as Described by Economic Advisors on Workers, Distribution of Federal Tax Change by Cash Income Percentile, 2009",real
Thousands killed as Israel Drops Tactical Nuclear Bomb On Syria,fake
"BREAKING: Trump Just Gave Every WORKING, LEGAL Man Woman And Child In The USA $612 EACH! -",fake
"Sec. John Kelly on Manchester investigation, keeping America safe",real
UF requests to cancel Rivalry game against FSU,fake
Families Facing Tax Increases Under Trump's Tax Plan,real
BREAKING: Trump Just Ended Welfare For One HUGE Group For 5 Years! – Let The Riots ERUPT!,fake
BREAKING: Irish superstar Saoirse Ronan dies after on-set accident in St. Lucia,fake
"Romney For President Launches New Television Ad, ""Remember""",real
DEA Just Raided A United States Senator,fake
a director of research for the foreign policy program at the Brookings Institution,real
"Romney makes pitch, hoping to close deal : Elections : The Rocky Mountain News",real
Clinton Body Count Series #5: Woman Set to Testify Against Clintons Blown Up in Home Explosion,fake
"Kasich: “If A Woman Is Not Intelligent Enough To Keep Her Legs Closed, How Can We Entrust The Abortion Decision To Her?”",fake
Full Interview Transcript: President Barack Obama,real
"If Democrats Lose, Blame These Guys",real
Infrastructure Report Card 2005,real
SMOKING GUN=> San Juan Teamsters Didn't Show Up for Work to Distribute Relief Supplies,fake
Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian,fake
Poverty 2005 Highlights,real
NPC Luncheon with Eric Holder,real
"Department of Homeland Security Appropriations Act, 2007 (2006; 109th Congress H.R. 5441)",real
China's Space Threat: How Missiles Could Target U.S. Satellites,real
Should ISIS' gains lead to more U.S. troops in Iraq?,real
82-Year-Old Who Killed A Muslim In Self-Defense Gets The Death Penalty,fake
Transcript Briefing by Press Secretary Robert Gibbs,real
BREAKING: President Trump Signs Executive Order Stripping NFL Of ‘Non-Profit’ Status,fake
United States Senator Jim DeMint,real
Impeachment Talk Becomes a Cynical Game,real
Transcript: Interview with Donald Trump,real
Clint Eastwood Leaves His Estate To The Trump 2020 Campaign,fake
"Hillary Rodham Clinton, Senator for New York: Floor Speech of Senator Hillary Rodham Clinton on S.J. Res. 45, A Resolution to Authorize the Use of United States Armed Forces Against Iraq",real
The Democratic Debate in Cleveland,real
'This Week' Transcript: Adm. Mike Mullen,real
WHITE SUPREMACIST WHO KILLED PROTESTER IS A DEMOCRAT AND VISITED OBAMA IN OVAL OFFICE (Updated 16.08.2017) – Newsfeed – Hasslefree allsorts,fake
"Donald Trump Protester Speaks Out: “I Was Paid $3,500 To Protest Trump’s Rally”",fake
Bill Gates’ Former Doctor Says Billionaire ‘Refused To Vaccinate His Children’,fake
Post claiming free tickets on Allegiant Air,fake
Rick Perry says he switched to GOP at a younger age than Reagan did,real
"BREAKING: Barron Trump Rushed To The Hospital, Hospital Releases Statement On His Condition",fake
Oscar Pistorius Attempts To Commit Suicide,fake
"THIS IS AMAZING: In 1984, the New York Times said Trump would be our BEST president…They forgot…..",fake
